source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD002582_20140213_MACROPHAGY_Phospho_01	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_01.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_01_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_01_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_02	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_02.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_02_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_02_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_03	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_03.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_03_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_03_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_04	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_04.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_04_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_04_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_05	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_05.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_05_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_05_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_06	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_06.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
PXD002582_20140213_MACROPHAGY_Phospho_06_2	Mus musculus	Primary cells Bone marrow derived macrophages	not avalaible	not avalaible	2	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20140213_MACROPHAGY_Phospho_06_2.mgf	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Fixed;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Fixed;TA=Y;MM=79.966331	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=K;MM=229.162932	NT=TMT6plex;AC=UNIMOD:737;CF=13C(4)15N(1)C(8)H(20)N(1)O(2);MT=Variable;TA=N-term;MM=229.162932	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=S;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=T;MM=79.966331	NT=Phospho;AC=UNIMOD:21;CF=H(1)O(3)P(1);MT=Variable;TA=Y;MM=79.966331
