source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_B12	proteomic profiling by mass spectrometry	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_B12.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_E12	proteomic profiling by mass spectrometry	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_E12.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_H12	proteomic profiling by mass spectrometry	L1_20210727_MxR_FDR_firstbatch_DSSOplate2_H12.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C10	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C10.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C11	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C11.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C12	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C12.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C6	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C6.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C7	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C7.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C8	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C8.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD042173-batch1	homo sapiens	not applicable	not applicable	not applicable	not available	not applicable	1	synthetic	reference	enrichment of cross-linked peptides	26.4 Å	30 min	room temperature	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C9	proteomic profiling by mass spectrometry	L1_20210806_MxR_FDR_firstbatch_DSSOplate_C9.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=stepped HCD;AC=PRIDE:0000590	stepped 27+-6%	10 ppm	20 ppm	NT=strong cation exchange chromatography;AC=PRIDE:0000586	cross-linking mass spectrometry	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	0.2-1 mM	Tris-HCl	NT=dithiothreitol;AC=CHEBI:18320	NT=chloroacetamide;AC=CHEBI:27869	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
