source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[phenotype]	characteristics[sample type]	characteristics[sex]	characteristics[strain]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD006439-Sample-7	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	1	cell	run 31	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_G1.raw	B16-F1
PXD006439-Sample-7	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	1	cell	run 32	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_G2.raw	B16-F1
PXD006439-Sample-7	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	1	cell	run 33	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_G3.raw	B16-F1
PXD006439-Sample-7	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	1	cell	run 34	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_G4.raw	B16-F1
PXD006439-Sample-7	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	1	cell	run 35	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_G5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_G5.raw	B16-F1
PXD006439-Sample-8	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	2	cell	run 36	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_I1.raw	B16-F1
PXD006439-Sample-8	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	2	cell	run 37	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_I2.raw	B16-F1
PXD006439-Sample-8	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	2	cell	run 38	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_I3.raw	B16-F1
PXD006439-Sample-8	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	2	cell	run 39	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_I4.raw	B16-F1
PXD006439-Sample-8	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	2	cell	run 40	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_I5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_I5.raw	B16-F1
PXD006439-Sample-9	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	3	cell	run 41	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_K1.raw	B16-F1
PXD006439-Sample-9	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	3	cell	run 42	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_K2.raw	B16-F1
PXD006439-Sample-9	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	3	cell	run 43	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_K3.raw	B16-F1
PXD006439-Sample-9	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	3	cell	run 44	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_K4.raw	B16-F1
PXD006439-Sample-9	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	16K EV	not available	C57BL/6J	3	cell	run 45	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_K5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_K5.raw	B16-F1
PXD006439-Sample-10	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	1	cell	run 46	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_H1.raw	B16-F10
PXD006439-Sample-10	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	1	cell	run 47	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_H2.raw	B16-F10
PXD006439-Sample-10	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	1	cell	run 48	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_H3.raw	B16-F10
PXD006439-Sample-10	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	1	cell	run 49	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_H4.raw	B16-F10
PXD006439-Sample-10	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	1	cell	run 50	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_H5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_H5.raw	B16-F10
PXD006439-Sample-11	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	2	cell	run 51	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_J1.raw	B16-F10
PXD006439-Sample-11	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	2	cell	run 52	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_J2.raw	B16-F10
PXD006439-Sample-11	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	2	cell	run 53	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_J3.raw	B16-F10
PXD006439-Sample-11	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	2	cell	run 54	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_J4.raw	B16-F10
PXD006439-Sample-11	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	2	cell	run 55	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_J5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_J5.raw	B16-F10
PXD006439-Sample-12	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	3	cell	run 56	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_L1.raw	B16-F10
PXD006439-Sample-12	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	3	cell	run 57	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_L2.raw	B16-F10
PXD006439-Sample-12	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	3	cell	run 58	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	3	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L3.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_L3.raw	B16-F10
PXD006439-Sample-12	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	3	cell	run 59	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	4	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L4.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_L4.raw	B16-F10
PXD006439-Sample-12	Mus musculus	skin	high metastatic potential	B16-F10	not available	not available	not available	Malignant	16K EV	not available	C57BL/6J	3	cell	run 60	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	5	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_L5.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_L5.raw	B16-F10
PXD006439-Sample-13	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	100K EV	not available	C57BL/6J	1	cell	run 61	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	1	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M1.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_M1.raw	B16-F1
PXD006439-Sample-13	Mus musculus	skin	low metastatic potential	B16-F1	not available	not available	not available	Benign	100K EV	not available	C57BL/6J	1	cell	run 62	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	2	Data-Dependent Acquisition	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	25% NCE	NT=HCD;AC=PRIDE:0000590	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD006439/QE2_160128_OPL4022_SCS_EVs_and_LYS_M2.raw	20 ppm	4.5 ppm	1	QE2_160128_OPL4022_SCS_EVs_and_LYS_M2.raw	B16-F1
